# yyyy mm dd hh mm ss         days  meanSunEl  meanSunAz    NoiseHc    NoiseVc    NoiseHx    NoiseVx    Corr00H    Corr00V   maxPower  quadPower   AzOffset   ElOffset  RatioVcHc  RatioVxHx  RatioVcHx  RatioVxHc  XpolPwrHx  XpolPwrVx  XpolRatio   meanS1S2    zdrCorr xpolRatioDbFromSpdb siteTempFromSpdb XmitPowerH XmitPowerV XmitHVDiff
2015 07 14 00 51 26 16630.035718    12.0260   288.3963   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0046   -60.7350   -60.7233     0.0001    -0.0255     0.3133     0.3467     0.2654     0.3946    -0.4032     0.3689    -0.7721     0.6600    -0.1086    -0.7686    33.9000    87.4197    87.2000     0.2197
2015 07 14 00 58 50 16630.040856    10.6663   289.4551   -76.5770   -76.2979   -76.6269   -76.2185     0.0043     0.0028   -60.7843   -60.7735     0.0024    -0.0231     0.3133     0.3689     0.2836     0.3986    -0.4041     0.3697    -0.7738     0.6822    -0.0916 -9999.0000    33.9000    87.4230    87.2001     0.2228
2015 07 14 01 02 43 16630.043553     9.9571   290.0136   -76.5770   -76.2979   -76.6269   -76.2185     0.0043     0.0028  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3956     0.3626    -0.7582     0.0000    -0.7582 -9999.0000    33.9000    87.4072    87.1845     0.2227
2015 07 14 01 02 59 16630.043738     9.9086   290.0520   -76.5770   -76.2979   -76.6269   -76.2185     0.0043     0.0028  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.4143     0.3782    -0.7925     0.0000    -0.7925 -9999.0000    33.9000    87.4103    87.1814     0.2290
2015 07 15 18 27 07 16631.768831    72.5468   166.7192   -76.5770   -76.2979   -76.6269   -76.2185     0.0067     0.0061   -60.8976   -60.9272    -0.0298    -0.0301     0.3125     0.3557     0.2723     0.3958 -9999.0000 -9999.0000 -9999.0000     0.6681    -0.0968    -0.7649    29.9000    87.4014    87.2013     0.2001
2015 07 15 18 34 24 16631.773889    72.8048   172.3431   -76.5770   -76.2979   -76.6269   -76.2185     0.0075     0.0062   -60.9327   -60.9176    -0.0293    -0.0238     0.3107     0.3531     0.2653     0.3985 -9999.0000 -9999.0000 -9999.0000     0.6638    -0.1011    -0.7649    30.2000    87.4098    87.2061     0.2037
2015 07 15 18 41 43 16631.778970    72.9232   178.1064   -76.5770   -76.2979   -76.6269   -76.2185     0.0065     0.0062   -60.9486   -60.9591    -0.0306    -0.0261     0.3091     0.3615     0.2741     0.3965    -0.4824     0.4341    -0.9165     0.6706    -0.0950    -0.7656    30.4000    87.4134    87.2125     0.2009
2015 07 15 18 45 43 16631.781748    72.9269   181.2750   -76.5770   -76.2979   -76.6269   -76.2185     0.0065     0.0062   -83.4714  -103.8613     0.5601    -1.8866     1.2359     0.9870     0.9101     1.3128 -9999.0000 -9999.0000 -9999.0000     2.2229     1.4573    -0.7656    30.3000    87.3969    87.1970     0.1999
2015 07 15 18 46 05 16631.782002    72.9251   181.5653   -76.5770   -76.2979   -76.6269   -76.2185     0.0065     0.0062  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7656    -0.7656    30.3000    87.4078    87.2003     0.2075
2015 07 16 14 01 30 16632.584375    27.9319    83.9868   -76.5770   -76.2979   -76.6269   -76.2185     0.0073     0.0076   -60.9302   -61.0082    -0.0118    -0.0045     0.3313     0.3680     0.2838     0.4155    -0.3777     0.3475    -0.7252     0.6992    -0.0276    -0.7268    23.8000    87.4465    87.2602     0.1863
2015 07 16 14 08 56 16632.589537    29.3762    85.0702   -76.5770   -76.2979   -76.6269   -76.2185     0.0095     0.0084   -60.9359   -60.9430    -0.0125    -0.0043     0.3210     0.3755     0.2842     0.4124    -0.3795     0.3490    -0.7285     0.6965    -0.0303    -0.7268    24.6000    87.4419    87.2581     0.1838
2015 07 16 14 16 23 16632.594711    30.8262    86.1673   -76.5770   -76.2979   -76.6269   -76.2185     0.0097     0.0065   -60.9336   -60.9782    -0.0092    -0.0042     0.3264     0.3780     0.2864     0.4180    -0.3780     0.3477    -0.7257     0.7044    -0.0224    -0.7268    24.6000    87.4422    87.2554     0.1869
2015 07 16 14 23 50 16632.599884    32.2783    87.2779   -76.5770   -76.2979   -76.6269   -76.2185     0.0088     0.0080   -60.9825   -60.9591    -0.0100    -0.0107     0.3143     0.3596     0.2719     0.4020 -9999.0000 -9999.0000 -9999.0000     0.6739    -0.0529    -0.7268    24.9000    87.4409    87.2531     0.1878
2015 07 16 14 31 18 16632.605069    33.7351    88.4064   -76.5770   -76.2979   -76.6269   -76.2185     0.0080     0.0072   -60.9456   -60.9767    -0.0089    -0.0108     0.3227     0.3598     0.2735     0.4090 -9999.0000 -9999.0000 -9999.0000     0.6825    -0.0659    -0.7484    25.6000    87.4405    87.2524     0.1880
2015 07 16 14 38 45 16632.610243    35.1895    89.5503   -76.5770   -76.2979   -76.6269   -76.2185     0.0079     0.0083   -60.9706   -60.9776    -0.0134    -0.0111     0.3229     0.3571     0.2714     0.4086 -9999.0000 -9999.0000 -9999.0000     0.6800    -0.0684    -0.7484    25.9000    87.4366    87.2465     0.1901
2015 07 16 14 46 12 16632.615417    36.6443    90.7144   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0076   -60.9655   -60.9590    -0.0138    -0.0110     0.3147     0.3644     0.2736     0.4054 -9999.0000 -9999.0000 -9999.0000     0.6790    -0.0694    -0.7484    25.9000    87.4419    87.2534     0.1885
2015 07 16 14 49 58 16632.618032    37.3797    91.3115   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0076   -85.6368  -142.8554    -3.5463  -200.3642 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000 -9999.0000    -0.7484    26.6000    87.4403    87.2503     0.1900
2015 07 16 15 58 39 16632.665729    50.6616   103.7789   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0076  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7484    -0.7484    26.6000    84.8931    84.7031     0.1900
2015 07 16 17 07 19 16632.713414    63.0098   122.6662   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0076  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7650    -0.7650    31.3000    84.4300    84.2400     0.1900
2015 07 16 17 11 00 16632.715972    63.6108   124.0278   -76.5770   -76.2979   -76.6269   -76.2185     0.0082     0.0073   -60.9865   -61.0147    -0.0265    -0.0271     0.2836     0.3504     0.2494     0.3845    -0.3121     0.2911    -0.6032     0.6339    -0.1311    -0.7650    31.3000    87.4123    87.2065     0.2058
2015 07 16 17 18 24 16632.721111    64.7881   126.9183   -76.5770   -76.2979   -76.6269   -76.2185     0.0095     0.0067   -60.9625   -61.0185    -0.0250    -0.0243     0.3015     0.3494     0.2627     0.3882    -0.3244     0.3018    -0.6262     0.6509    -0.1141    -0.7650    31.3000    87.4163    87.2090     0.2073
2015 07 16 17 25 51 16632.726285    65.9273   130.0559   -76.5770   -76.2979   -76.6269   -76.2185     0.0083     0.0062   -61.0150   -61.0384    -0.0292    -0.0221     0.2928     0.3404     0.2542     0.3790    -0.3843     0.3531    -0.7374     0.6332    -0.1319    -0.7650    31.2000    87.4180    87.2136     0.2044
2015 07 16 17 33 18 16632.731458    67.0131   133.4448   -76.5770   -76.2979   -76.6269   -76.2185     0.0089     0.0076   -60.9880   -61.0173    -0.0281    -0.0273     0.3022     0.3427     0.2564     0.3885    -0.3551     0.3283    -0.6834     0.6449    -0.1209    -0.7658    31.9000    87.4173    87.2087     0.2086
2015 07 16 17 40 45 16632.736632    68.0372   137.1078   -76.5770   -76.2979   -76.6269   -76.2185     0.0080     0.0070   -61.0134   -61.0275    -0.0339    -0.0265     0.2939     0.3449     0.2572     0.3816    -0.4392     0.3988    -0.8380     0.6388    -0.1270    -0.7658    32.2000    87.4173    87.2109     0.2063
2015 07 16 17 48 12 16632.741806    68.9904   141.0655   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0076   -60.9428   -61.0137    -0.0345    -0.0291     0.2887     0.3471     0.2614     0.3743    -0.4093     0.3740    -0.7833     0.6357    -0.1301    -0.7658    32.2000    87.4184    87.2084     0.2100
2015 07 16 17 52 17 16632.744641    69.4790   143.3659   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0076   -83.7068  -122.2497     0.1374    -1.6107     1.3758     1.1672     1.1035     1.4395    -0.5335     0.4751    -1.0086     2.5430     1.7772    -0.7658    31.9000    87.3972    87.1957     0.2015
2015 07 16 17 52 44 16632.744954    69.5312   143.6252   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0076  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7658    -0.7658    31.9000    85.0001    84.7921     0.2080
